제목,사건번호,선고일자,참조조문,판시사항
특정범죄가중처벌등에관한법률위반(위험운전치상)·도로교통법위반(음주운전)[전동킥보드와 같은 개인형 이동장치가 구「특정범죄 가중처벌 등에 관한 법률」제5조의11 제1항의 ‘원동기장치자전거’에 해당하는지 여부가 문제된 사건],2022도13430,2023. 6. 29.,"도로교통법 제2조, 도로교통법 제13조의2, 도로교통법 제15조의2, 도로교통법 제17조, 도로교통법 제50조, 특정범죄 가중처벌 등에 관한 법률 제5조의3, 특정범죄 가중처벌 등에 관한 법률 제5조의11, 형법 제1조",구 특정범죄 가중처벌 등에 관한 법률 제5조의11 제1항에서의 ‘원동기장치자전거’에 전동킥보드와 같은 개인형 이동장치가 포함되는지 여부(적극) 및 2020. 6. 9. 법률 제17371호로 개정되어 2020. 12. 10. 시행된 도로교통법이 전동킥보드와 같은 개인형 이동장치에 관한 규정을 신설하면서 이를 ‘자동차 등’이 아닌 ‘자전거 등’으로 분류한 것이 형법 제1조 제2항의 ‘범죄 후 법률이 변경되어 그 행위가 범죄를 구성하지 아니하게 된 경우’에 해당하는지 여부(소극)
근로기준법위반·최저임금법위반[근로기준법상 가산임금 규정이 적용되는 근로기준법 제11조 제1항의 ‘상시 5명 이상의 근로자를 사용하는 사업 또는 사업장’에 해당하는지 여부가 문제된 사건],2020도16228,2023. 6. 15.,"근로기준법 제11조, 근로기준법 제55조, 근로기준법 시행령 제7조의2",근로기준법 제11조 제1항에서 정한 ‘상시 5명 이상의 근로자를 사용하는 사업 또는 사업장’의 의미 및 근로자의 수가 때때로 5인 미만이 되더라도 사회통념에 의하여 객관적으로 판단하여 상태적으로 5인 이상이 되는 경우가 이에 해당하는지 여부(적극) / 주휴일에 실제 근무하지 않은 근로자가 근로기준법 제11조 제3항의 ‘상시 사용하는 근로자 수’를 산정하는 기준이 되는 같은 법 시행령 제7조의2 제1항의 ‘산정기간 동안 사용한 근로자의 연인원’ 및 같은 조 제2항 각호의 ‘일(日)별 근로자 수’에 포함되는지 여부(소극) 및 주휴일에 실제 출근하지 않은 근로자를 상시 사용 근로자 수에서 제외하는 취지
업무상횡령·근로기준법위반·근로자퇴직급여보장법위반,2023도3038,2023. 6. 15.,"형사소송법 제51조, 형사소송법 제298조, 형사소송법 제308조, 형사소송법 제403조","[1] 형사소송법 제298조 제1항의 취지 / 공소사실의 동일성을 판단할 때 고려할 사항
  [2] 법원이 공소장변경허가신청에 대한 결정을 공판정에서 고지한 경우, 그 사실은 공판조서의 필요적 기재사항인지 여부(적극) / 공소사실 또는 적용법조의 추가·철회 또는 변경의 허가에 관한 결정의 위법이 판결에 영향을 미친 경우 불복 방법
  [3] 공판조서의 증명력 / 공판조서에 기재되지 않은 소송절차의 존재가 공판조서에 기재된 다른 내용이나 공판조서 이외의 자료로 증명될 수 있는지 여부(적극) 및 이는 자유로운 증명의 대상이 되는지 여부(적극)
  [4] 검사가 제1심판결에 대하여 양형부당을 이유로 항소한 다음 원심의 제1회 공판기일이 열리기 전에 먼저 기소된 업무상횡령 공소사실과 상상적 경합관계에 있는 업무상횡령 공소사실을 추가하는 취지임을 밝히며 공소장변경허가신청서를 제출하였으나, 원심이 공판정 외에서 공소장변경허가신청에 대한 결정을 하지 않았을 뿐만 아니라 공판조서 등 기록에 원심에서 공소장변경허가 여부를 결정한 소송절차가 진행되었다는 내용이 없이, 제1회 공판기일을 진행하여 변론을 종결하고 검사의 항소를 기각하여 제1심판결을 그대로 유지한 사안에서, 원심은 검사가 서면으로 제출한 공소장변경허가신청에 대하여 허가 여부를 결정해야 하고, 나아가 상상적 경합관계에 있는 수죄 가운데 당초 공소를 제기하지 아니한 공소사실을 추가하는 내용의 공소장변경을 허가하여 추가된 공소사실에 대하여 심리·판단했어야 하므로, 이러한 조치 없이 검사의 항소를 기각한 원심판결에 법리오해 등의 잘못이 있다고 한 사례"
정보통신망이용촉진및정보보호등에관한법률위반(음란물유포)[택일적죄명:성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영·반포등)],2022도15414,2023. 6. 15.,"성폭력범죄의 처벌 등에 관한 특례법 제14조, 형사소송법 제307조, 형사소송법 제308조","[1] 자유심증주의의 의미와 한계 / 형사재판에서 유죄를 인정하기 위한 심증형성의 정도(=합리적인 의심을 할 여지가 없을 정도) 및 여기에서 말하는 ‘합리적 의심’의 의미
  [2] 성폭력범죄의 처벌 등에 관한 특례법 제14조 제2항 위반죄는 반포 등 행위 시를 기준으로 촬영대상자의 의사에 반하여 그 행위를 함으로써 성립하는지 여부(적극) 및 촬영이 촬영대상자의 의사에 반하지 아니하였더라도 마찬가지인지 여부(적극) / 촬영대상자의 신원이 파악되지 않는 등 촬영대상자의 의사를 명확히 확인할 수 없는 경우, 촬영대상자의 의사에 반하여 반포 등을 하였는지 판단하는 기준 및 이때 고려해야 할 사항"
폭행[주한미군의 기지에서 발생한 군인 사이의 폭행에 대하여 피해자의 처벌불원 의사가 표시된 사건],2020도927,2023. 6. 15.,"군사기지 및 군사시설 보호법 제1조, 군사기지 및 군사시설 보호법 제2조, 군형법 제1조, 군형법 제4조, 군형법 제60조의6, 형법 제260조","[1] 군인 등이 군사기지 및 군사시설 보호법 제2조 제1호에서 정한 ‘군사기지’에서 군인 등을 폭행한 경우에 폭행죄를 반의사불벌죄로 규정한 형법 제260조 제3항을 적용하지 않도록 정한 군형법 제60조의6 제1호의 취지
  [2] 군인 등이 대한민국의 국군이 군사작전을 수행하기 위한 근거지에서 군인 등을 폭행한 경우, 그곳이 대한민국의 영토 내인지, 외국군의 군사기지인지 등과 관계없이 군형법 제60조의6 제1호에 따라 형법 제260조 제3항의 적용이 배제되는지 여부(적극)"
가정폭력범죄의처벌등에관한특례법위반,2020도5233,2023. 6. 1.,"가정폭력범죄의 처벌 등에 관한 특례법 제2조, 가정폭력범죄의 처벌 등에 관한 특례법 제55조의2, 가정폭력범죄의 처벌 등에 관한 특례법 제63조","[1] 가정폭력범죄의 처벌 등에 관한 특례법 제63조 제1항 제2호에서 정한 ‘피해자보호명령을 받고 이를 이행하지 아니한 가정폭력행위자’의 의미
  [2] 가정폭력범죄의 처벌 등에 관한 특례법에 따른 피해자보호명령을 받은 甲이 이를 이행하지 않아 같은 법 제63조 제1항 제2호의 보호처분 등의 불이행죄로 기소된 이후에 피해자보호명령의 전제가 된 가정폭력행위에 대하여 무죄판결을 선고받아 확정된 사안에서, 甲이 가정폭력행위자로 인정되어 피해자보호명령을 받고 이를 이행하지 않은 이상, 가정폭력범죄의 처벌 등에 관한 특례법 제63조 제1항 제2호의 보호처분 등의 불이행죄가 성립한다고 한 사례"
군사기밀보호법위반(예비적죄명:군기누설)[군사기밀보호법 위반 혐의에 관한 압수수색영장으로 압수한 증거물을 그 군사기밀보호법 위반죄 공범의 별건 범죄사실에 관한 증거로 사용한 사건],2018도18866,2023. 6. 1.,"대한민국헌법 제12조, 형사소송법 제199조, 형사소송법 제215조, 형사소송법 제307조, 형사소송법 제308조의2","[1] 수사기관이 영장 발부의 사유로 된 범죄 혐의사실과 관계가 없는 증거를 압수할 수 있는지 여부(소극) 및 별도의 영장을 발부받지 아니하고 압수물 또는 압수한 정보를 그 압수의 근거가 된 압수·수색영장 혐의사실과 관계가 없는 범죄의 유죄 증거로 사용할 수 있는지 여부(소극)
  [2] 영장에 의한 압수·수색을 규정한 형사소송법 제215조 제1항에서 ‘해당 사건과 관계가 있다’는 것의 의미 / 이때 압수·수색영장에 기재된 혐의사실과의 객관적 관련성이 인정되는 범위와 판단 기준 및 피의자 또는 피고인과의 인적 관련성이 인정되는 범위"
마약류관리에관한법률위반(향정)·마약류관리에관한법률위반(대마)·특정범죄가중처벌등에관한법률위반(도주치상)·도로교통법위반(사고후미조치)·범인도피교사[형사소송법 제312조 제1항의 해석],2023도3741,2023. 6. 1.,형사소송법 제312조,"2020. 2. 4. 법률 제16924호로 개정되어 2022. 1. 1.부터 시행된 형사소송법 제312조 제1항에서 ‘그 내용을 인정할 때’의 의미 / 형사소송법 제312조 제1항에서 정한 ‘검사가 작성한 피의자신문조서’에 당해 피고인과 공범관계에 있는 다른 피고인이나 피의자에 대하여 검사가 작성한 피의자신문조서도 포함되는지 여부(적극) 및 여기서 말하는 ‘공범’에는 강학상 필요적 공범 또는 대향범까지 포함하는지 여부(적극) / 피고인이 자신과 공범관계에 있는 다른 피고인이나 피의자에 대하여 검사가 작성한 피의자신문조서의 내용을 부인하는 경우, 형사소송법 제312조 제1항에 따라 유죄의 증거로 쓸 수 있는지 여부(소극)"
"상표법위반[압수조서 미작성, 전자정보 상세목록 미교부, 참여권 보장대상 등이 문제된 사건]",2020도12157,2023. 6. 1.,"대한민국헌법 제12조, 상표법 제108조, 상표법 제230조, 형사소송법 제121조, 형사소송법 제129조, 형사소송법 제218조, 형사소송법 제219조","[1] 압수의 대상이 되는 전자정보와 그렇지 않은 전자정보가 혼재된 정보저장매체나 복제본을 임의제출받은 수사기관이 정보저장매체 등을 수사기관 사무실 등으로 옮겨 탐색·복제·출력하는 일련의 과정에서, 범죄혐의사실과 무관한 전자정보의 임의적인 복제 등을 막기 위한 적절한 조치를 취하지 않은 경우, 압수·수색의 적법 여부(원칙적 소극)
  [2] 피고인이 대표로 있는 회사가 수하인으로 기재된 위조품 메모리카드가 세관 휴대품검사관에 의해 적발되어 피고인이 타인의 등록상표가 표시된 지정상품과 유사한 상품을 인도하기 위하여 소지하였다는 이유로 상표법 위반으로 기소되었는데, 세관 소속 특별사법경찰관이 관할 법원 판사가 피고인을 피의자로 하여 상표법 위반을 혐의사실로 발부한 위 메모리카드 및 피고인의 휴대전화 등에 대한 사전 압수·수색영장에 의해 세관 유치품보관창고에서 유치창고 담당자를 피압수자로 하여 위 메모리카드를 압수하였고, 피고인이 대표로 있는 회사 소재지 관할 지방검찰청 검사장에 대하여 별도의 보고절차를 밟지 않고 위 회사에 대한 압수·수색을 실시하여 피고인의 휴대전화를 압수한 다음 문자메시지 등을 탐색·복원·출력한 사안에서, 위 휴대전화 및 메모리카드에 관한 증거들의 증거능력을 부정한 원심판결에 법리오해 등의 잘못이 있다고 한 사례"
"성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)[압수조서 미작성, 전자정보 상세목록 미교부, 임의제출의 임의성, 관련성이 문제된 사건]",2020도2550,2023. 6. 1.,"형사소송규칙 제62조, 형사소송규칙 제109조, 형사소송법 제106조, 형사소송법 제218조, 형사소송법 제219조, 형사소송법 제307조, 형사소송법 제308조","[1] 사법경찰관이 임의제출된 증거물을 압수한 경우 압수경위 등을 구체적으로 기재한 압수조서를 작성하도록 한 형사소송법 등 관련 규정의 취지 / 구 (경찰청) 범죄수사규칙 제119조 제3항에 따라 피의자신문조서 등에 압수의 취지를 기재하여 압수조서를 갈음할 수 있도록 한 경우, 이러한 관련 규정의 취지에 반하는지 여부(소극)
  [2] 임의로 제출된 물건을 압수하는 경우, 제출에 임의성이 있다는 점에 관한 증명책임 소재(=검사)와 증명 정도 및 임의로 제출된 것이라고 볼 수 없는 경우 증거능력 유무(소극)
  [3] 수사기관이 전자정보를 담은 매체를 피의자로부터 임의제출받아 압수하면서 거기에 담긴 정보 중 무엇을 제출하는지 명확히 확인하지 않은 경우, 압수의 대상이 되는 정보의 범위 / 카메라의 기능과 정보저장매체의 기능을 함께 갖춘 휴대전화기를 이용한 불법촬영 범죄의 경우, 그 안에 저장되어 있는 같은 유형의 전자정보에서 발견되는 간접증거나 정황증거는 범죄혐의사실과 구체적·개별적 연관관계가 인정될 수 있는지 여부(적극)"
